class,method,body,path,header,single_q,double_q,dashes,braces,spaces,badwords
good,b'GET',b'',b'/api/v1/me/trends',"{b'Host': b'sanskarkashyap:3443\r', b'Cookie': b'ui_session=2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/json, text/plain, */*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'X-Auth': b'2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,12,0,26,0
good,b'GET',b'',b'/api/v1/me/stats',"{b'Host': b'sanskarkashyap:3443\r', b'Cookie': b'ui_session=2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/json, text/plain, */*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'X-Auth': b'2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,12,0,26,0
good,b'GET',b'',b'/data/guide.js/c3c5895e-585b-4bd7-4e19-6f51bab34f7a?id=97&jzb=eJyVj71uwzAMhN9FXYvoz5Rqbx07F50DSqITI6lsSHKAIvC7h-ngud3IA7_j3V3cpjq1uXwkMQivwCTSjlQcIbpx7LwjHyxBb2Iw0FursXNevAqMcV5z-8WcU_2oMSjvNYAC6nq0hClGhBSC9tHDqJ1hbC1XBs6tLXWQsmKuFywXrOcfXAbbdVa-yMRrmLEkvv-mhgkbimFP-hynf6a9Yj6teCKmKB-_PsW2N9jt_tyC2QUL5fa-O7DEKZ_2CqRy0ihj-e2NSp3mzLI56Dd_UMelzEls2wNYkG_i&v=2.187.0_prod&ct=1685936959449',"{b'Host': b'data.pendo.io\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'Te': b'trailers\r'}",0,0,24,0,21,1
good,b'GET',b'',b'/api/v1/scanning_profiles',"{b'Host': b'sanskarkashyap:3443\r', b'Cookie': b'ui_session=2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/json, text/plain, */*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'X-Auth': b'2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,12,0,26,0
good,b'GET',b'',b'/api/v1/target_groups',"{b'Host': b'sanskarkashyap:3443\r', b'Cookie': b'ui_session=2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/json, text/plain, */*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'X-Auth': b'2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,12,0,26,0
good,b'GET',b'',b'/api/v1/targets?l=20',"{b'Host': b'sanskarkashyap:3443\r', b'Cookie': b'ui_session=2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/json, text/plain, */*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'X-Auth': b'2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,12,0,26,0
good,b'GET',b'',b'/data/guide.js/c3c5895e-585b-4bd7-4e19-6f51bab34f7a?id=98&jzb=eJyVj71u6zAMhd9FXYvol9K1t46di84BJVGOkVzZkOQAReF3j9LBc7sRB_wOP36z-1zntpT3yEbmBKhI0pIICYJNyThLzmuCQQWvYNBaorGOvTIMYdly-8GsFUOS6IVzEkAAmQE1YQwBIXovXXCQpFUd28qtA5fW1jpyXjHXK5Yr1ssXrqM2RvMX3rBM1Grf_k8NIzZk4-H5HOc_ut4wTxtO1CnK588Pth_-R92vf-jsioVyezsaetQtn_UCuLBcCaX72TuVOi-5x-ok_7mTOK9liWzfH2Z9bzQ&v=2.187.0_prod&ct=1685936960690',"{b'Host': b'data.pendo.io\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'Te': b'trailers\r'}",0,0,23,0,21,1
good,b'GET',b'',b'/data/guide.js/c3c5895e-585b-4bd7-4e19-6f51bab34f7a?id=99&jzb=eJyVj7tu6zAQRP-FaQPzueSVupSpg9TGklzKgn0pgaQMBIH-3XQK1Um3GOCcnflm97nObSnvkY3MCVCRpCUREgSbknGWnNcEgwpewaC1RGMde2UYwrLl9oNZK4Yk0QvnJIAAMgNqwhgCQvReuuAgSas6tpVbBy6trXXkvGKuVyxXrJcvXEdtjOYvvGGZqFWOMXbiPzWM2JCNR9fnOf-x7w3ztOFEnaJ8_vxg-7Hh0P16R2dXLJTb22HoUW_51AvgwnIllO5v71TqvOQeq5P8507ivJYlsn1_AElucIw&v=2.187.0_prod&ct=1685936961274',"{b'Host': b'data.pendo.io\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'Te': b'trailers\r'}",0,0,20,0,21,1
good,b'GET',b'',b'/api/v1/targets/31d72f29-8dc0-4bd6-8a2f-67751656af14',"{b'Host': b'sanskarkashyap:3443\r', b'Cookie': b'ui_session=2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/json, text/plain, */*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'X-Auth': b'2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,16,0,26,0
good,b'GET',b'',b'/api/v1/targets/31d72f29-8dc0-4bd6-8a2f-67751656af14/configuration',"{b'Host': b'sanskarkashyap:3443\r', b'Cookie': b'ui_session=2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/json, text/plain, */*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'X-Auth': b'2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,16,0,26,0
good,b'GET',b'',b'/api/v1/targets/31d72f29-8dc0-4bd6-8a2f-67751656af14/allowed_hosts',"{b'Host': b'sanskarkashyap:3443\r', b'Cookie': b'ui_session=2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/json, text/plain, */*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'X-Auth': b'2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,16,0,26,0
good,b'GET',b'',b'/api/v1/targets/31d72f29-8dc0-4bd6-8a2f-67751656af14/continuous_scan',"{b'Host': b'sanskarkashyap:3443\r', b'Cookie': b'ui_session=2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/json, text/plain, */*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'X-Auth': b'2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,16,0,26,0
good,b'GET',b'',b'/api/v1/targets/31d72f29-8dc0-4bd6-8a2f-67751656af14/configuration/workers',"{b'Host': b'sanskarkashyap:3443\r', b'Cookie': b'ui_session=2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/json, text/plain, */*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'X-Auth': b'2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,16,0,26,0
good,b'GET',b'',b'/api/v1/workers',"{b'Host': b'sanskarkashyap:3443\r', b'Cookie': b'ui_session=2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/json, text/plain, */*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'X-Auth': b'2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,12,0,26,0
good,b'GET',b'',b'/data/guide.js/c3c5895e-585b-4bd7-4e19-6f51bab34f7a?id=100&jzb=eJyVjz9vwyAQR78LXevw947YW8fOVefoDEdiJbUtIJGqKt89pIPndjv9pPfg_YjbVKa65PcoBuEVmMgaWYUEAVNyHtmPlqE3YTTQW6vJoRevgkJYrnP9xRBVnzSNynsNoIBdT5YphkAQx1H74CFpNA275ksDTrWuZZCy0FzOlM9UTt-0DtY5K19kpXzkWqTV0Ztk-m4fg-rcGLHbk0kdeg8aASlp15RfXClSJTFsMc9z-mfQhebjlY7cKJ4Pnx_ivkVuuj-HNnalzHN92wxtar986hVIhdIoY9uzN85lWuY2m53e-506rHmJ4n5_AMMdeIA&v=2.187.0_prod&ct=1685936980181',"{b'Host': b'data.pendo.io\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'*/*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'script\r', b'Sec-Fetch-Mode': b'no-cors\r', b'Sec-Fetch-Site': b'cross-site\r', b'Te': b'trailers\r'}",0,0,22,0,21,1
good,b'GET',b'',b'/api/v1/config/networkscanner',"{b'Host': b'sanskarkashyap:3443\r', b'Cookie': b'ui_session=2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'User-Agent': b'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0\r', b'Accept': b'application/json, text/plain, */*\r', b'Accept-Language': b'en-US,en;q=0.5\r', b'Accept-Encoding': b'gzip, deflate\r', b'X-Auth': b'2986ad8c0a5b3df4d7028d5f3c06e936c6487e5b6ce79269f4e8e4df5bbd4cd76906239582e05e17b89676301a772132bae6017ff2baeb068e200cf7a736c8501\r', b'Referer': b'https://sanskarkashyap:3443/\r', b'Sec-Fetch-Dest': b'empty\r', b'Sec-Fetch-Mode': b'cors\r', b'Sec-Fetch-Site': b'same-origin\r', b'Te': b'trailers\r', b'Connection': b'close\r'}",0,0,12,0,26,0
